2018-07-17 15:56:19 INFO  MIP_BrowserFactory:31 - Opening the browser
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:889 - Expected and found cust_age:DB cust_age=56 and Dashboard cust_age=56
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:897 - Expected and found cust_dob:DB cust_age= and Dashboard cust_age=
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:904 - Expected and found cust_gender:DB cust_gender=Female and Dashboard cust_gender=Female
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:911 - Expected and found NIC:DB NIC number= and Dashboard cust_NIC=
2018-07-17 16:00:52 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:987 - Expected and found ben_fname:DB ben_fname=sume and Dashboard ben_fname=sume
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:994 - Expected and found ben_sname:DB ben_sname=pret and Dashboard ben_sname=pret
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:1001 - Expected and found ben_age:DB ben_age=42 and Dashboard ben_age=42
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:1008 - Expected and found cust_relationship:DB cust_relationship=Daughter and Dashboard cust_relationship=Daughter
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:1019 - Expected and found ben_msisdn:DB ben_msisdn=03000966543 and Dashboard ben_msisdn=03000966543
2018-07-17 16:00:53 INFO  MIP_CustRegistration_Test:1027 - Expected and found ben_gender:DB ben_gender=Female and Dashboard ben_gender=Female
2018-07-17 16:00:53 INFO  MIP_RegisterCustomerPage:174 - Getting Registered offer of the customer
2018-07-17 16:00:54 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 16:00:55 INFO  MIP_RegisterCustomerPage:277 - Getting the Coaching Program information from Register Customer Page
2018-07-17 16:00:55 INFO  MIP_RegisterCustomer_Queries:309 - Connecting to Coaching Program Database
2018-07-17 16:00:57 INFO  MIP_RegisterCustomer_Queries:324 - Connecting Coaching Program to Database is successfull
2018-07-17 16:00:58 INFO  MIP_RegisterCustomer_Queries:550 - Executing getCoachingProgram query
2018-07-17 16:00:58 INFO  MIP_CustRegistration_Test:1051 - Expected and found Coaching program:DB Coaching program=Stay Healthy and Dashboard Coaching program=Stay Healthy
2018-07-17 16:00:58 INFO  MIP_CustRegistration_Test:1057 - Expected and found Coaching program created date:DB Coaching program created date=2018-07-17 15:09:03 and Dashboard created date=17-07-2018
2018-07-17 16:00:58 INFO  MIP_CustRegistration_Test:1071 - Expected and found Coaching program status:DB Coaching program status=Inactive and Dashboard coaching program status=Inactive
2018-07-17 16:00:58 INFO  MIP_CustRegistration_Test:1106 - Expected and found Hospitalization benefit_level:DB benefit_level=2000000 and Dashboard benefit_level=PKR 2000000
2018-07-17 16:00:58 INFO  MIP_RegisterCustomer_Queries:203 - Executing getRegistrationSMS query
2018-07-17 16:00:58 INFO  MIP_RegisterCustomer_Queries:207 - Connecting to SMS  Database
2018-07-17 16:00:59 INFO  MIP_RegisterCustomer_Queries:222 - Connecting SMS to Database is successfull
2018-07-17 16:01:00 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:01:00 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:01:00 INFO  MIP_BrowserFactory:53 - Closing the browser
2018-07-17 16:01:00 INFO  MIP_BrowserFactory:55 - browser closed
2018-07-17 16:12:47 INFO  MIP_BrowserFactory:31 - Opening the browser
2018-07-17 16:13:34 INFO  MIP_BrowserFactory:45 - firefox opened 
2018-07-17 16:13:37 INFO  MIP_ReadPropertyFile:18 - Reading the property file
2018-07-17 16:13:37 INFO  MIP_DataBaseConnection:20 - Connecting to Database
2018-07-17 16:13:39 INFO  MIP_DataBaseConnection:35 - Connecting to Database is successfull
2018-07-17 16:13:39 INFO  MIP_LaunchApplication:16 - Launching the application
2018-07-17 16:13:43 INFO  MIP_LaunchApplication:21 - Application Launched successfuly
2018-07-17 16:13:43 INFO  MIP_LoginPage:39 - Entering the userName
2018-07-17 16:13:43 INFO  MIP_LoginPage:41 - Entering the password
2018-07-17 16:13:44 INFO  MIP_LoginPage:44 - Clicked on Submit button
2018-07-17 16:13:46 INFO  MIP_HomePage:73 - Clicking on Menu Customer Management
2018-07-17 16:13:46 INFO  MIP_HomePage:79 - Clicked on Menu Customer Management
2018-07-17 16:13:46 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:13:46 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:13:46 INFO  MIP_XLOperation:24 - Reading the XL data
2018-07-17 16:13:49 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900009
2018-07-17 16:13:49 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:13:49 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:13:54 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:13:57 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 16:13:57 INFO  MIP_RegisterCustomerPage:331 - Editing the customer information:fname=mush,snamebhatti,age=89,= gender=Female, dob=,custNIC=2130190968009
2018-07-17 16:13:58 INFO  MIP_RegisterCustomerPage:362 - Edited the customer information
2018-07-17 16:13:58 INFO  MIP_RegisterCustomerPage:369 - Editing the PA customer Beneficiary information:relationship=Mother,fname=sen,sname=potm,age=54,ben_gender=Female,ben_msisdn=03202008322
2018-07-17 16:13:59 INFO  MIP_RegisterCustomerPage:412 - Entered the customer Beneficiary information
2018-07-17 16:13:59 INFO  MIP_RegisterCustomerPage:420 - Editing the HP customer Beneficiary information:relationship=Sister,fname=mohamed,sname=rob,age=28,ben_gender=Male,ben_msisdn=03235200501
2018-07-17 16:13:59 INFO  MIP_RegisterCustomerPage:464 - Entered the customer Beneficiary information
2018-07-17 16:13:59 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 16:14:30 INFO  MIP_CustRegistration_Test:1658 - RegisterCustomer---MIP_webPortal_TC323_Customer_Registration_Change_Details Test Failed
2018-07-17 16:14:30 INFO  MIP_CustRegistration_Test:1659 - Error occured in the test case
org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element located by By.id: popup_message (tried for 30 second(s) with 500 MILLISECONDS interval)
	at org.openqa.selenium.support.ui.WebDriverWait.timeoutException(WebDriverWait.java:82)
	at org.openqa.selenium.support.ui.FluentWait.until(FluentWait.java:231)
	at com.milvik.mip.pageutil.MIP_BasePage.waitForElementToVisible(MIP_BasePage.java:51)
	at com.milvik.mip.pageutil.MIP_BasePage.confirmPopUp(MIP_BasePage.java:213)
	at com.milvik.mip.customermanagement.testrunner.MIP_CustRegistration_Test.changeCustomerDetails(MIP_CustRegistration_Test.java:1186)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:108)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:661)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:869)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1193)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:126)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.privateRun(TestRunner.java:744)
	at org.testng.TestRunner.run(TestRunner.java:602)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:380)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:375)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:340)
	at org.testng.SuiteRunner.run(SuiteRunner.java:289)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:86)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1301)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1226)
	at org.testng.TestNG.runSuites(TestNG.java:1144)
	at org.testng.TestNG.run(TestNG.java:1115)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:114)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:251)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:77)
Caused by: org.openqa.selenium.NoSuchElementException: Cannot locate an element using By.id: popup_message
For documentation on this error, please visit: http://seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.8.1', revision: '6e95a6684b', time: '2017-12-01T18:33:54.468Z'
System info: host: 'TH1554', ip: '172.16.10.115', os.name: 'Windows 8.1', os.arch: 'amd64', os.version: '6.3', java.version: '1.8.0_121'
Driver info: driver.version: unknown
	at org.openqa.selenium.support.ui.ExpectedConditions.lambda$findElement$0(ExpectedConditions.java:882)
	at java.util.Optional.orElseThrow(Unknown Source)
	at org.openqa.selenium.support.ui.ExpectedConditions.findElement(ExpectedConditions.java:881)
	at org.openqa.selenium.support.ui.ExpectedConditions.access$000(ExpectedConditions.java:43)
	at org.openqa.selenium.support.ui.ExpectedConditions$7.apply(ExpectedConditions.java:205)
	at org.openqa.selenium.support.ui.ExpectedConditions$7.apply(ExpectedConditions.java:201)
	at org.openqa.selenium.support.ui.FluentWait.until(FluentWait.java:208)
	... 28 more
2018-07-17 16:14:30 INFO  MIP_ScreenShots:20 - Taking screen shot
2018-07-17 16:14:30 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:14:30 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:14:30 INFO  MIP_BrowserFactory:53 - Closing the browser
2018-07-17 16:14:30 INFO  MIP_BrowserFactory:55 - browser closed
2018-07-17 16:16:32 INFO  MIP_BrowserFactory:31 - Opening the browser
2018-07-17 16:17:40 INFO  MIP_BrowserFactory:45 - firefox opened 
2018-07-17 16:17:44 INFO  MIP_ReadPropertyFile:18 - Reading the property file
2018-07-17 16:17:44 INFO  MIP_DataBaseConnection:20 - Connecting to Database
2018-07-17 16:17:46 INFO  MIP_DataBaseConnection:35 - Connecting to Database is successfull
2018-07-17 16:17:46 INFO  MIP_LaunchApplication:16 - Launching the application
2018-07-17 16:17:50 INFO  MIP_LaunchApplication:21 - Application Launched successfuly
2018-07-17 16:17:50 INFO  MIP_LoginPage:39 - Entering the userName
2018-07-17 16:17:50 INFO  MIP_LoginPage:41 - Entering the password
2018-07-17 16:17:51 INFO  MIP_LoginPage:44 - Clicked on Submit button
2018-07-17 16:17:53 INFO  MIP_HomePage:73 - Clicking on Menu Customer Management
2018-07-17 16:17:53 INFO  MIP_HomePage:79 - Clicked on Menu Customer Management
2018-07-17 16:17:53 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:17:53 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:17:53 INFO  MIP_XLOperation:24 - Reading the XL data
2018-07-17 16:17:56 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900009
2018-07-17 16:17:56 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:17:56 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:18:02 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:18:04 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 16:18:04 INFO  MIP_RegisterCustomerPage:331 - Editing the customer information:fname=mush,snamebhatti,age=76,= gender=Female, dob=,custNIC=2130190968009
2018-07-17 16:18:05 INFO  MIP_RegisterCustomerPage:362 - Edited the customer information
2018-07-17 16:18:05 INFO  MIP_RegisterCustomerPage:369 - Editing the PA customer Beneficiary information:relationship=Mother,fname=sen,sname=potm,age=54,ben_gender=Female,ben_msisdn=03202008322
2018-07-17 16:18:07 INFO  MIP_RegisterCustomerPage:412 - Entered the customer Beneficiary information
2018-07-17 16:18:07 INFO  MIP_RegisterCustomerPage:420 - Editing the HP customer Beneficiary information:relationship=Sister,fname=mohamed,sname=rob,age=28,ben_gender=Male,ben_msisdn=03235200501
2018-07-17 16:18:08 INFO  MIP_RegisterCustomerPage:464 - Entered the customer Beneficiary information
2018-07-17 16:18:08 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 16:18:39 INFO  MIP_CustRegistration_Test:1658 - RegisterCustomer---MIP_webPortal_TC323_Customer_Registration_Change_Details Test Failed
2018-07-17 16:18:39 INFO  MIP_CustRegistration_Test:1659 - Error occured in the test case
org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element located by By.id: popup_message (tried for 30 second(s) with 500 MILLISECONDS interval)
	at org.openqa.selenium.support.ui.WebDriverWait.timeoutException(WebDriverWait.java:82)
	at org.openqa.selenium.support.ui.FluentWait.until(FluentWait.java:231)
	at com.milvik.mip.pageutil.MIP_BasePage.waitForElementToVisible(MIP_BasePage.java:51)
	at com.milvik.mip.pageutil.MIP_BasePage.confirmPopUp(MIP_BasePage.java:213)
	at com.milvik.mip.customermanagement.testrunner.MIP_CustRegistration_Test.changeCustomerDetails(MIP_CustRegistration_Test.java:1186)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:108)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:661)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:869)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1193)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:126)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.privateRun(TestRunner.java:744)
	at org.testng.TestRunner.run(TestRunner.java:602)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:380)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:375)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:340)
	at org.testng.SuiteRunner.run(SuiteRunner.java:289)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:86)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1301)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1226)
	at org.testng.TestNG.runSuites(TestNG.java:1144)
	at org.testng.TestNG.run(TestNG.java:1115)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:114)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:251)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:77)
Caused by: org.openqa.selenium.NoSuchElementException: Cannot locate an element using By.id: popup_message
For documentation on this error, please visit: http://seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.8.1', revision: '6e95a6684b', time: '2017-12-01T18:33:54.468Z'
System info: host: 'TH1554', ip: '172.16.10.115', os.name: 'Windows 8.1', os.arch: 'amd64', os.version: '6.3', java.version: '1.8.0_121'
Driver info: driver.version: unknown
	at org.openqa.selenium.support.ui.ExpectedConditions.lambda$findElement$0(ExpectedConditions.java:882)
	at java.util.Optional.orElseThrow(Unknown Source)
	at org.openqa.selenium.support.ui.ExpectedConditions.findElement(ExpectedConditions.java:881)
	at org.openqa.selenium.support.ui.ExpectedConditions.access$000(ExpectedConditions.java:43)
	at org.openqa.selenium.support.ui.ExpectedConditions$7.apply(ExpectedConditions.java:205)
	at org.openqa.selenium.support.ui.ExpectedConditions$7.apply(ExpectedConditions.java:201)
	at org.openqa.selenium.support.ui.FluentWait.until(FluentWait.java:208)
	... 28 more
2018-07-17 16:18:39 INFO  MIP_ScreenShots:20 - Taking screen shot
2018-07-17 16:18:39 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:18:39 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:18:39 INFO  MIP_BrowserFactory:53 - Closing the browser
2018-07-17 16:18:39 INFO  MIP_BrowserFactory:55 - browser closed
2018-07-17 16:20:08 INFO  MIP_BrowserFactory:31 - Opening the browser
2018-07-17 16:21:16 INFO  MIP_BrowserFactory:45 - firefox opened 
2018-07-17 16:21:20 INFO  MIP_ReadPropertyFile:18 - Reading the property file
2018-07-17 16:21:20 INFO  MIP_DataBaseConnection:20 - Connecting to Database
2018-07-17 16:21:22 INFO  MIP_DataBaseConnection:35 - Connecting to Database is successfull
2018-07-17 16:21:22 INFO  MIP_LaunchApplication:16 - Launching the application
2018-07-17 16:21:26 INFO  MIP_LaunchApplication:21 - Application Launched successfuly
2018-07-17 16:21:26 INFO  MIP_LoginPage:39 - Entering the userName
2018-07-17 16:21:26 INFO  MIP_LoginPage:41 - Entering the password
2018-07-17 16:21:27 INFO  MIP_LoginPage:44 - Clicked on Submit button
2018-07-17 16:21:28 INFO  MIP_HomePage:73 - Clicking on Menu Customer Management
2018-07-17 16:21:28 INFO  MIP_HomePage:79 - Clicked on Menu Customer Management
2018-07-17 16:21:28 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:21:28 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:21:28 INFO  MIP_XLOperation:24 - Reading the XL data
2018-07-17 16:21:31 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900009
2018-07-17 16:21:31 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:21:31 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:21:37 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:21:41 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 16:21:42 INFO  MIP_RegisterCustomerPage:331 - Editing the customer information:fname=mush,snamebhatti,age=59,= gender=Female, dob=,custNIC=2130190968009
2018-07-17 16:21:43 INFO  MIP_RegisterCustomerPage:362 - Edited the customer information
2018-07-17 16:21:43 INFO  MIP_RegisterCustomerPage:369 - Editing the PA customer Beneficiary information:relationship=Mother,fname=sen,sname=potm,age=54,ben_gender=Female,ben_msisdn=03202008322
2018-07-17 16:21:44 INFO  MIP_RegisterCustomerPage:412 - Entered the customer Beneficiary information
2018-07-17 16:21:44 INFO  MIP_RegisterCustomerPage:420 - Editing the HP customer Beneficiary information:relationship=Sister,fname=mohamed,sname=rob,age=28,ben_gender=Male,ben_msisdn=03235200501
2018-07-17 16:21:46 INFO  MIP_RegisterCustomerPage:464 - Entered the customer Beneficiary information
2018-07-17 16:21:46 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 16:21:54 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1202 - Expected and found cust fname:DB Cust Fname=mush and Input Cust Fname=mush
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1209 - Expected and found cust_sname:DB cust_sname=bhatti and Input cust_sname=bhatti
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1216 - Expected and found  cust_age:DB cust_age=59 and Input cust_age=59
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1232 - Expected and found cust cust_gender:DB cust_gender=Female and Input cust_gender=Female
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1242 - Expected and found ben_fname:DB ben_fname=sen and ben_fname=sen
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1250 - Expected and found ben_sname:DB ben_sname=potm and Input ben_sname=potm
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1258 - Expected and found ben_age:DB ben_age=54 and Input ben_age=54
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1265 - Expected and found cust_relationship:DB cust_relationship=Mother and Input cust_relationship=Mother
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1275 - Expected and found ben_gender:DB ben_gender =Female and Input ben_gender=Female
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1284 - Expected and found ben_msisdn:DB ben_msisdn =03202008322 and Input ben_msisdn=03202008322
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1296 - Expected and found ben_fname:DB ben_fname=mohamed and ben_fname=mohamed
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1304 - Expected and found ben_sname:DB ben_sname=rob and Input ben_sname=rob
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1312 - Expected and found ben_age:DB ben_age=28 and Input ben_age=28
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1320 - Expected and found cust_relationship:DB cust_relationship=Sister and Input cust_relationship=Sister
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1332 - Expected and found ben_gender:DB ben_gender =Male and Input ben_gender=Male
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1341 - Expected and found ben_msisdn:DB ben_msisdn =03235200501 and Input ben_msisdn=03235200501
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1351 - Expected and found NIC:DB NIC number=2130190968009 and Input cust_NIC=2130190968009
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1358 - Expected and found Created By:DB Created By=WA5 and Input Created By=WA5
2018-07-17 16:22:01 INFO  MIP_CustRegistration_Test:1363 - Expected and found Registered Date:DB Modified Date=2018-07-17 16:22:23 and Registered Date=2018-07-17
2018-07-17 16:22:02 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900009
2018-07-17 16:22:03 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:22:03 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:22:05 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:22:05 INFO  MIP_RegisterCustomer_Queries:136 - Executing getRegisteredProduct query
2018-07-17 16:22:14 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 16:22:15 INFO  MIP_CustRegistration_Test:1379 - Expected and found cust_fname:DB cust_fname=mush and Dashboard Customer fname=mush
2018-07-17 16:22:15 INFO  MIP_CustRegistration_Test:1385 - Expected and found cust_sname:DB cust_sname=bhatti and Dashboard cust_sname=bhatti
2018-07-17 16:22:15 INFO  MIP_CustRegistration_Test:1392 - Expected and found cust_age:DB cust_age=59 and Dashboard cust_age=59
2018-07-17 16:22:15 INFO  MIP_CustRegistration_Test:1407 - Expected and found cust_gender:DB cust_gender=Female and Dashboard cust_gender=Female
2018-07-17 16:22:15 INFO  MIP_CustRegistration_Test:1414 - Expected and found NIC:DB NIC number=2130190968009 and Dashboard cust_NIC=2130190968009
2018-07-17 16:22:15 INFO  MIP_RegisterCustomerPage:174 - Getting Registered offer of the customer
2018-07-17 16:22:16 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1429 - Expected and found ben_fname:DB ben_fname=sen and Dashboard ben_fname=sen
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1435 - Expected and found ben_sname:DB ben_sname=potm and Dashboard ben_sname=potm
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1441 - Expected and found ben_age:DB ben_age=54 and Dashboard ben_age=54
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1447 - Expected and found cust_relationship:DB cust_relationship=Mother and Dashboard cust_relationship=Mother
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1456 - Expected and found ben_msisdn:DB ben_msisdn=03202008322 and Dashboard ben_msisdn=03202008322
2018-07-17 16:22:17 INFO  MIP_CustRegistration_Test:1462 - Expected and found ben_gender:DB ben_gender=Female and Dashboard ben_gender=Female
2018-07-17 16:22:17 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 16:22:18 INFO  MIP_CustRegistration_Test:1472 - Expected and found life benefit_level:Input benefit_level=200000 and Dashboard benefit_level=PKR 200000
2018-07-17 16:22:18 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1487 - Expected and found ben_fname:DB ben_fname=mohamed and Dashboard ben_fname=mohamed
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1494 - Expected and found ben_sname:DB ben_sname=rob and Dashboard ben_sname=rob
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1501 - Expected and found ben_age:DB ben_age=28 and Dashboard ben_age=28
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1508 - Expected and found cust_relationship:DB cust_relationship=Sister and Dashboard cust_relationship=Sister
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1519 - Expected and found ben_msisdn:DB ben_msisdn=03235200501 and Dashboard ben_msisdn=03235200501
2018-07-17 16:22:19 INFO  MIP_CustRegistration_Test:1527 - Expected and found ben_gender:DB ben_gender=Male and Dashboard ben_gender=Male
2018-07-17 16:22:19 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 16:22:20 INFO  MIP_CustRegistration_Test:1538 - Expected and found life benefit_level:Input benefit_level=200000 and Dashboard benefit_level=PKR 200000
2018-07-17 16:22:20 INFO  MIP_RegisterCustomerPage:277 - Getting the Coaching Program information from Register Customer Page
2018-07-17 16:22:20 INFO  MIP_RegisterCustomer_Queries:309 - Connecting to Coaching Program Database
2018-07-17 16:22:22 INFO  MIP_RegisterCustomer_Queries:324 - Connecting Coaching Program to Database is successfull
2018-07-17 16:22:23 INFO  MIP_CustRegistration_Test:1658 - RegisterCustomer---MIP_webPortal_TC323_Customer_Registration_Change_Details Test Failed
2018-07-17 16:22:23 INFO  MIP_CustRegistration_Test:1659 - Error occured in the test case
java.lang.AssertionError: expected [0] but found [1]
	at org.testng.Assert.fail(Assert.java:93)
	at org.testng.Assert.failNotEquals(Assert.java:512)
	at org.testng.Assert.assertEqualsImpl(Assert.java:134)
	at org.testng.Assert.assertEquals(Assert.java:115)
	at org.testng.Assert.assertEquals(Assert.java:189)
	at org.testng.Assert.assertEquals(Assert.java:199)
	at com.milvik.mip.dbqueries.MIP_RegisterCustomer_Queries.getCoachingProgramInfo(MIP_RegisterCustomer_Queries.java:426)
	at com.milvik.mip.customermanagement.testrunner.MIP_CustRegistration_Test.changeCustomerDetails(MIP_CustRegistration_Test.java:1555)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:108)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:661)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:869)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1193)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:126)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.privateRun(TestRunner.java:744)
	at org.testng.TestRunner.run(TestRunner.java:602)
